county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
MILWAUKEE,Village of HALES CORNERS,Village of HALES CORNERS Wards 7-9,Congressional - District 1,State Senate - District 28,Assembly - District 83,667,530,11,0,attorney general
MILWAUKEE,Village of RIVER HILLS,Village of RIVER HILLS Wards 1-3,Congressional - District 6,State Senate - District 8,Assembly - District 24,568,498,15,0,attorney general
MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 1-4,Congressional - District 4,State Senate - District 4,Assembly - District 10,622,2371,34,0,attorney general
MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 5-8,Congressional - District 4,State Senate - District 4,Assembly - District 10,581,1998,21,3,attorney general
MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 9-12,Congressional - District 4,State Senate - District 4,Assembly - District 10,508,2032,21,1,attorney general
MILWAUKEE,Village of WEST MILWAUKEE,"Village of WEST MILWAUKEE Wards 1-2,5",Congressional - District 4,State Senate - District 3,Assembly - District 7,188,450,15,1,attorney general
MILWAUKEE,Village of WEST MILWAUKEE,"Village of WEST MILWAUKEE Wards 3-4,6",Congressional - District 4,State Senate - District 3,Assembly - District 7,243,448,21,1,attorney general
MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 1-2,Congressional - District 4,State Senate - District 8,Assembly - District 23,637,708,8,1,attorney general
MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 3-4,Congressional - District 4,State Senate - District 8,Assembly - District 23,518,732,9,1,attorney general
MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 5-6,Congressional - District 4,State Senate - District 8,Assembly - District 23,577,843,8,0,attorney general
MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Ward 7,Congressional - District 4,State Senate - District 8,Assembly - District 23,238,492,12,0,attorney general
MILWAUKEE,Village of WHITEFISH BAY,"Village of WHITEFISH BAY Wards 8,10",Congressional - District 4,State Senate - District 8,Assembly - District 23,589,1028,14,0,attorney general
MILWAUKEE,Village of WHITEFISH BAY,"Village of WHITEFISH BAY Wards 9,11",Congressional - District 4,State Senate - District 8,Assembly - District 23,400,920,15,0,attorney general
MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Ward 12,Congressional - District 4,State Senate - District 8,Assembly - District 23,338,521,9,1,attorney general
MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 1-3,Congressional - District 4,State Senate - District 7,Assembly - District 20,660,983,31,0,attorney general
MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 4-6,Congressional - District 4,State Senate - District 7,Assembly - District 20,621,784,39,1,attorney general
MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 7-9,Congressional - District 4,State Senate - District 7,Assembly - District 20,524,716,36,0,attorney general
MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 10-12,Congressional - District 4,State Senate - District 7,Assembly - District 20,806,732,41,2,attorney general
MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 13-15,Congressional - District 4,State Senate - District 7,Assembly - District 20,887,948,28,2,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 1,Congressional - District 1,State Senate - District 28,Assembly - District 82,0,0,0,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 2,Congressional - District 1,State Senate - District 28,Assembly - District 82,789,469,17,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 3,Congressional - District 1,State Senate - District 28,Assembly - District 82,787,544,16,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 4,Congressional - District 1,State Senate - District 28,Assembly - District 82,392,231,4,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 5,Congressional - District 1,State Senate - District 28,Assembly - District 82,335,223,1,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 6,Congressional - District 1,State Senate - District 28,Assembly - District 82,554,322,5,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 7,Congressional - District 1,State Senate - District 28,Assembly - District 82,739,453,16,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 8,Congressional - District 1,State Senate - District 28,Assembly - District 82,312,336,13,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 9,Congressional - District 1,State Senate - District 28,Assembly - District 82,405,387,10,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 10,Congressional - District 1,State Senate - District 28,Assembly - District 82,193,147,5,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 11,Congressional - District 1,State Senate - District 28,Assembly - District 82,607,357,12,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 12,Congressional - District 1,State Senate - District 7,Assembly - District 21,443,258,14,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 13,Congressional - District 1,State Senate - District 28,Assembly - District 82,580,380,9,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 14,Congressional - District 1,State Senate - District 28,Assembly - District 82,532,329,12,2,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 15A,Congressional - District 1,State Senate - District 28,Assembly - District 82,297,161,4,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 15B,Congressional - District 1,State Senate - District 7,Assembly - District 21,198,136,3,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 16,Congressional - District 1,State Senate - District 28,Assembly - District 82,625,368,14,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 17,Congressional - District 1,State Senate - District 28,Assembly - District 82,344,271,4,1,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 18,Congressional - District 1,State Senate - District 28,Assembly - District 82,239,154,4,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 19,Congressional - District 1,State Senate - District 28,Assembly - District 82,660,402,12,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 20,Congressional - District 1,State Senate - District 28,Assembly - District 82,267,253,6,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 21,Congressional - District 1,State Senate - District 28,Assembly - District 82,112,142,0,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 22A,Congressional - District 1,State Senate - District 28,Assembly - District 82,363,240,9,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 22B,Congressional - District 1,State Senate - District 28,Assembly - District 83,361,216,10,0,attorney general
MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 23,Congressional - District 1,State Senate - District 28,Assembly - District 82,665,372,15,0,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 1,7",Congressional - District 4,State Senate - District 4,Assembly - District 11,354,795,21,0,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 2,8S",Congressional - District 4,State Senate - District 4,Assembly - District 11,209,492,11,0,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 3,9",Congressional - District 4,State Senate - District 8,Assembly - District 24,507,826,15,1,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 4,10",Congressional - District 4,State Senate - District 8,Assembly - District 24,486,932,14,1,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 5,11",Congressional - District 4,State Senate - District 8,Assembly - District 24,398,747,16,1,attorney general
MILWAUKEE,City of GLENDALE,"City of GLENDALE Wards 6,12",Congressional - District 4,State Senate - District 4,Assembly - District 11,294,696,15,0,attorney general
MILWAUKEE,City of GLENDALE,City of GLENDALE Ward 8,Congressional - District 4,State Senate - District 8,Assembly - District 24,179,322,5,0,attorney general
MILWAUKEE,City of GLENDALE,City of GLENDALE Ward 11S,Congressional - District 4,State Senate - District 4,Assembly - District 11,46,200,1,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 1,Congressional - District 5,State Senate - District 3,Assembly - District 7,403,453,33,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 2,Congressional - District 5,State Senate - District 28,Assembly - District 82,396,342,23,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 3,Congressional - District 5,State Senate - District 3,Assembly - District 7,290,429,21,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 4,Congressional - District 5,State Senate - District 3,Assembly - District 7,256,397,17,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 5,Congressional - District 5,State Senate - District 28,Assembly - District 84,416,442,12,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 6,Congressional - District 5,State Senate - District 28,Assembly - District 84,504,334,13,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 7,Congressional - District 5,State Senate - District 28,Assembly - District 84,575,418,20,1,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 8,Congressional - District 5,State Senate - District 28,Assembly - District 84,430,466,19,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 9,Congressional - District 5,State Senate - District 28,Assembly - District 84,465,393,15,1,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 10,Congressional - District 5,State Senate - District 28,Assembly - District 84,516,414,7,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 11,Congressional - District 5,State Senate - District 28,Assembly - District 84,669,442,9,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 12,Congressional - District 5,State Senate - District 28,Assembly - District 84,616,416,11,1,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 13,Congressional - District 5,State Senate - District 28,Assembly - District 84,266,267,8,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 14,Congressional - District 5,State Senate - District 28,Assembly - District 84,343,373,17,1,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 15,Congressional - District 5,State Senate - District 28,Assembly - District 84,401,316,9,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 16,Congressional - District 5,State Senate - District 28,Assembly - District 82,186,132,12,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 17,Congressional - District 5,State Senate - District 28,Assembly - District 82,297,342,15,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 18,Congressional - District 5,State Senate - District 3,Assembly - District 7,378,351,8,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 19,Congressional - District 5,State Senate - District 28,Assembly - District 82,513,554,16,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 20,Congressional - District 5,State Senate - District 28,Assembly - District 82,646,529,24,0,attorney general
MILWAUKEE,City of GREENFIELD,City of GREENFIELD Ward 21,Congressional - District 5,State Senate - District 28,Assembly - District 82,327,371,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 1,Congressional - District 4,State Senate - District 4,Assembly - District 12,202,784,14,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 2,Congressional - District 4,State Senate - District 4,Assembly - District 12,16,245,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 3,Congressional - District 4,State Senate - District 4,Assembly - District 12,167,560,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 4,Congressional - District 4,State Senate - District 4,Assembly - District 12,180,1058,18,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 5,Congressional - District 4,State Senate - District 4,Assembly - District 12,103,522,12,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 6,Congressional - District 4,State Senate - District 4,Assembly - District 12,308,1138,19,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 7,Congressional - District 4,State Senate - District 4,Assembly - District 12,142,353,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 8,Congressional - District 4,State Senate - District 4,Assembly - District 12,300,938,28,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 9,Congressional - District 4,State Senate - District 4,Assembly - District 12,121,544,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 10,Congressional - District 4,State Senate - District 4,Assembly - District 12,251,693,17,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 11,Congressional - District 4,State Senate - District 4,Assembly - District 11,155,702,20,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 12,Congressional - District 4,State Senate - District 4,Assembly - District 11,119,616,12,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 13,Congressional - District 4,State Senate - District 4,Assembly - District 11,96,329,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 14,Congressional - District 4,State Senate - District 4,Assembly - District 11,53,738,12,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 15,Congressional - District 4,State Senate - District 4,Assembly - District 11,206,459,18,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 16,Congressional - District 4,State Senate - District 4,Assembly - District 11,131,1037,17,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 17,Congressional - District 4,State Senate - District 4,Assembly - District 11,114,434,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 18,Congressional - District 4,State Senate - District 4,Assembly - District 11,123,604,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 19,Congressional - District 4,State Senate - District 4,Assembly - District 11,77,476,14,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 20,Congressional - District 4,State Senate - District 4,Assembly - District 11,85,627,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 21,Congressional - District 4,State Senate - District 4,Assembly - District 11,52,610,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 22,Congressional - District 4,State Senate - District 4,Assembly - District 11,67,539,11,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 23,Congressional - District 4,State Senate - District 4,Assembly - District 11,30,221,7,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 24,Congressional - District 4,State Senate - District 4,Assembly - District 11,15,237,5,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 25,Congressional - District 4,State Senate - District 4,Assembly - District 11,61,513,7,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 26,Congressional - District 4,State Senate - District 4,Assembly - District 11,69,488,11,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 27,Congressional - District 4,State Senate - District 4,Assembly - District 11,66,425,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 28,Congressional - District 4,State Senate - District 4,Assembly - District 11,27,150,7,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 29,Congressional - District 4,State Senate - District 4,Assembly - District 12,33,218,5,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 30,Congressional - District 4,State Senate - District 4,Assembly - District 12,78,516,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 31,Congressional - District 4,State Senate - District 4,Assembly - District 12,52,460,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 32,Congressional - District 4,State Senate - District 4,Assembly - District 12,206,958,23,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 33,Congressional - District 4,State Senate - District 8,Assembly - District 22,615,1127,20,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 34,Congressional - District 4,State Senate - District 8,Assembly - District 22,208,673,16,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 35,Congressional - District 4,State Senate - District 4,Assembly - District 12,227,482,22,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 36,Congressional - District 4,State Senate - District 4,Assembly - District 12,82,546,18,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 37,Congressional - District 4,State Senate - District 4,Assembly - District 12,57,506,7,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 38,Congressional - District 4,State Senate - District 4,Assembly - District 12,57,460,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 39,Congressional - District 4,State Senate - District 4,Assembly - District 12,91,490,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 40,Congressional - District 4,State Senate - District 4,Assembly - District 12,43,449,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 41,Congressional - District 4,State Senate - District 4,Assembly - District 11,56,461,13,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 42,Congressional - District 4,State Senate - District 4,Assembly - District 12,67,668,16,4,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 43,Congressional - District 4,State Senate - District 4,Assembly - District 11,12,177,1,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 44,Congressional - District 4,State Senate - District 6,Assembly - District 17,70,667,18,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 45,Congressional - District 4,State Senate - District 4,Assembly - District 11,66,634,16,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 46,Congressional - District 4,State Senate - District 4,Assembly - District 11,26,357,11,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 47,Congressional - District 4,State Senate - District 4,Assembly - District 11,47,663,20,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 48,Congressional - District 4,State Senate - District 4,Assembly - District 11,40,322,7,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 49,Congressional - District 4,State Senate - District 4,Assembly - District 11,33,493,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 50,Congressional - District 4,State Senate - District 4,Assembly - District 11,33,404,4,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 51,Congressional - District 4,State Senate - District 4,Assembly - District 11,19,381,16,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 52,Congressional - District 4,State Senate - District 4,Assembly - District 11,49,591,14,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 53,Congressional - District 4,State Senate - District 4,Assembly - District 11,27,270,4,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 54,Congressional - District 4,State Senate - District 4,Assembly - District 10,13,364,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 55,Congressional - District 4,State Senate - District 4,Assembly - District 10,165,759,18,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 56,Congressional - District 4,State Senate - District 4,Assembly - District 10,26,527,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 57,Congressional - District 4,State Senate - District 4,Assembly - District 10,14,670,7,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 58,Congressional - District 4,State Senate - District 4,Assembly - District 10,19,485,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 59,Congressional - District 4,State Senate - District 4,Assembly - District 10,52,1053,16,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 60,Congressional - District 4,State Senate - District 4,Assembly - District 10,28,669,17,4,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 61,Congressional - District 4,State Senate - District 4,Assembly - District 10,21,566,11,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 62,Congressional - District 4,State Senate - District 4,Assembly - District 10,23,440,4,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 63,Congressional - District 4,State Senate - District 4,Assembly - District 10,15,471,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 64,Congressional - District 4,State Senate - District 6,Assembly - District 17,54,923,22,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 65,Congressional - District 4,State Senate - District 6,Assembly - District 17,34,811,19,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 66,Congressional - District 4,State Senate - District 6,Assembly - District 17,17,470,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 67,Congressional - District 4,State Senate - District 6,Assembly - District 17,15,394,4,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 68,Congressional - District 4,State Senate - District 6,Assembly - District 17,75,727,20,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 69,Congressional - District 4,State Senate - District 6,Assembly - District 17,37,612,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 70,Congressional - District 4,State Senate - District 6,Assembly - District 17,59,924,23,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 71,Congressional - District 4,State Senate - District 6,Assembly - District 17,36,501,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 72,Congressional - District 4,State Senate - District 6,Assembly - District 17,62,686,15,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 73,Congressional - District 4,State Senate - District 6,Assembly - District 17,93,747,14,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 74,Congressional - District 4,State Senate - District 6,Assembly - District 17,70,466,4,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 75,Congressional - District 4,State Senate - District 6,Assembly - District 17,127,454,12,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 76,Congressional - District 4,State Senate - District 6,Assembly - District 17,51,494,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 77,Congressional - District 4,State Senate - District 6,Assembly - District 17,90,416,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 78,Congressional - District 4,State Senate - District 4,Assembly - District 12,145,732,16,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 79,Congressional - District 4,State Senate - District 4,Assembly - District 12,156,747,22,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 80,Congressional - District 4,State Senate - District 4,Assembly - District 12,329,861,22,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 81,Congressional - District 4,State Senate - District 4,Assembly - District 12,198,314,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 82,Congressional - District 4,State Senate - District 5,Assembly - District 14,305,380,12,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 83,Congressional - District 4,State Senate - District 6,Assembly - District 17,332,470,18,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 84,Congressional - District 4,State Senate - District 6,Assembly - District 17,208,393,13,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 85,Congressional - District 4,State Senate - District 5,Assembly - District 14,323,519,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 86,Congressional - District 4,State Senate - District 5,Assembly - District 14,295,524,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 87,Congressional - District 4,State Senate - District 5,Assembly - District 14,154,348,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 88,Congressional - District 4,State Senate - District 6,Assembly - District 17,159,493,15,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 89,Congressional - District 4,State Senate - District 6,Assembly - District 17,232,595,22,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 90,Congressional - District 4,State Senate - District 6,Assembly - District 17,202,586,11,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 91,Congressional - District 4,State Senate - District 6,Assembly - District 17,126,968,23,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 92,Congressional - District 4,State Senate - District 6,Assembly - District 17,278,858,19,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 93,Congressional - District 4,State Senate - District 5,Assembly - District 14,185,389,6,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 94,Congressional - District 4,State Senate - District 6,Assembly - District 17,28,303,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 95,Congressional - District 4,State Senate - District 6,Assembly - District 17,32,401,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 96,Congressional - District 4,State Senate - District 6,Assembly - District 17,110,745,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 97,Congressional - District 4,State Senate - District 6,Assembly - District 17,175,576,15,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 98,Congressional - District 4,State Senate - District 6,Assembly - District 17,27,507,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 99,Congressional - District 4,State Senate - District 6,Assembly - District 17,84,853,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 100,Congressional - District 4,State Senate - District 6,Assembly - District 18,24,569,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 101,Congressional - District 4,State Senate - District 6,Assembly - District 18,32,760,13,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 102,Congressional - District 4,State Senate - District 6,Assembly - District 18,44,869,16,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 103,Congressional - District 4,State Senate - District 6,Assembly - District 18,67,1056,18,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 104,Congressional - District 4,State Senate - District 6,Assembly - District 18,30,836,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 105,Congressional - District 4,State Senate - District 6,Assembly - District 16,13,365,12,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 106,Congressional - District 4,State Senate - District 6,Assembly - District 16,7,292,4,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 107,Congressional - District 4,State Senate - District 6,Assembly - District 16,16,515,12,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 108,Congressional - District 4,State Senate - District 6,Assembly - District 16,18,472,11,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 109,Congressional - District 4,State Senate - District 6,Assembly - District 16,11,555,6,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 110,Congressional - District 4,State Senate - District 6,Assembly - District 16,6,308,9,2,attorney general
